Tsim Sha Tsui Funful International Kindergarten;1;school;Kindergarten;136A Nathan Rd, Tsim Sha Tsui;22.301563, 114.172563
Bishop Hall Jubilee School;42;school;High school;Kowloon Tong, Oxford Rd, 2C號;22.329813, 114.180938
Christian Alliance International School;19;school;International School;33 King Lam St, Butterfly Valley;22.338813, 114.145063
Hong Kong Japanese School (Primary Section);12;school;International School;157 Blue Pool Rd, Happy Valley;22.261938, 114.190812
ESF Lions Football Class at Quarry Bay School;15;school;Soccer Practice;Football pitch, 6 Hau Yuen Path, Quarry Bay;22.284313, 114.198438
Farm Road Government Primary School;23;school;Primary School;Farm Road Government Primary School, 8 Farm Rd, To Kwa Wan;22.320813, 114.186687
Hennessy Road Government Primary School (Causeway Bay);12;school;Primary School;3 Eastern Hospital Rd, Causeway Bay;22.277813, 114.188813
North Point Government Primary School Cloud View Road;10;school;Primary School;22 Cloud View Rd;22.284187, 114.194938
H.k.s.p.c. S.i.a. Whampoa Nursery School;4;school;Kindergarten;Hung Hom;22.304688, 114.187188
Heep Yunn School;55;school;Girls' High School;Kau Pui Lung, Farm Rd, 1號;22.321312, 114.185688
Tang King Po School;30;school;Middle School;16 Tin Kwong Rd, Kau Pui Lung;22.320313, 114.184812
Ying Wa College;62;school;Middle School;1 Ying Wa St, Cheung Sha Wan;22.329938, 114.152813
Think International School;3;school;International School;11 Kwong Lee Rd, Lei Cheng Uk;22.340188, 114.160187
Think International School;4;school;Primary School;117 Boundary St, Prince Edward;22.327187, 114.177188
The Church of Christ in China Kung Lee College;8;school;High school;C.C.C. Kung Lee College, 17 Tai Hang Rd, Tai Hang;22.274688, 114.193563
St. Francis' Canossian College Hall Building;19;school;College;9, 13 Kennedy Rd, Mid-level;22.275063, 114.168563
Parkview International Pre-School;0;school;Kindergarten;88 Tai Tam Reservoir Rd, Repulse Bay;22.257938, 114.198687
S.k.h. Kei Oi Primary School;21;school;School;17 Kwong Lee Rd, Lei Cheng Uk;22.339937, 114.160563
Heung to Middle School;29;school;Middle School;33號 To Yuen St, Kowloon Tong;22.335437, 114.173938
King George V School;4;school;School;2 Tin Kwong Rd, Ho Man Tin;22.321688, 114.183062
Hong Kong International School - Upper Primary;11;school;Private School;23 S Bay Cl, Repulse Bay;22.239063, 114.201062
B.o.k.s.s. Pui Yan Pre-Primary School;2;school;Kindergarten;1 Fortune St, Cheung Sha Wan;22.334563, 114.153938
九龍仔;0;school;School;號, 2 To Yuen St, Yau Yat Chuen;22.329813, 114.171438
Wall Street English 英語學院 (銅鑼灣分校) - WSE Causeway Bay Centre;3;school;Private School;19/F, Causeway Bay Plaza Two, 463-483 Lockhart Rd, Causeway Bay;22.280563, 114.182188
Munsang College Primary Section;65;school;Primary School;8 Dumbarton Rd, Kowloon Tsai;22.332688, 114.186187
G.T. (Ellen Yeung) College (Junior Primary Section);12;school;Primary School;31 Sai Yee St, Mong Kok;22.317813, 114.171813
Inventive Funful Kindergarten;0;school;School;Sunrise Villa, 號, Chi Kiang St, To Kwa Wan;22.314438, 114.189938
Caritas Jockey Club Lok Yan School;1;school;Special Education School;121 Wing Hong St, Sham Shui Po;22.342438, 114.155313
Tsung Tsin Middle School;6;school;Middle School;11號 Kwong Lee Rd, Cheung Sha Wan;22.340188, 114.160187
HKCC-HHB;1;school;School;PolyU Hung Hom Bay Campus, 號, 8 Hung Lok Rd, Hung Hom;22.303188, 114.184812
The Woodland Montessori Pre-School (Repulse Bay);1;school;Preschool;Shop G118-119, G/F, The Repulse Bay, 109 Repulse Bay Rd, Repulse Bay;
Delia School of Canada;39;school;International School;5, 7 Tai Fung Ave, Quarry Bay;22.285438, 114.218188
CCC Rotary Secondary School;11;school;School;157 Lung Cheung Rd, Wan Tau Hom;22.341938, 114.188688
Hong Kong Art School;1;school;2 Harbour Road, Wan Chai;75JC+38 Hong Kong;22.280188, 114.170813
Kaplan 楷博教育;14;school;Educational Institution;412 Hennessy Rd, Wan Chai;22.278937, 114.180438
Jubilee College, The Open University of Hong Kong;0;school;School;公開大學銀禧學院 Hong Kong,, No. 12 Hill;22.315688, 114.178312
Think International Kindergarten;1;school;Kindergarten;5 Lincoln Rd, Mong Kok;22.327937, 114.177188
Kellett School Kowloon Bay;40;school;International School;7 Lam Hing St, Kowloon Bay;22.324688, 114.206813
CFA Institute;0;school;Accounting School;68 Des Voeux Rd Central, Central;22.283688, 114.156313
Think Academy (Tsung Tsin);0;school;School;11 Kwong Lee Rd, Lei Cheng Uk;22.340188, 114.160187
North Point Government Primary School;31;school;Primary School;888 King's Rd, Quarry Bay;22.288813, 114.209562
CityU Yellow Zone;1;school;School;Kowloon Tong, Tat Chee Ave, 83號號 Li Dak Sum Yip Yio Chin Academic Building, City University of Hong Kong;22.336563, 114.173063
Chinese Methodist School North Point;9;school;School;15 Pak Fuk Rd, North Point;22.290563, 114.207563
City University of Hong Kong Cheng Yick-Chi Building;0;school;School;Kowloon Tong, 達之路83號;22.337063, 114.173188
Kingston International Kindergarten;4;school;Kindergarten;12 Cumberland Rd, Kowloon Tong;22.331188, 114.177438
香港浸會大學李惠利用地;0;school;School;Dr. Ng Tor Tai International House, 32 Renfrew Rd, Kowloon Tsai;22.336063, 114.181812
Dance With Style;1;school;Dance Company;7A Tak Cheung Building, 22-24 Wing Lok Street, Sheung Wan;22.286063, 114.152563
The International Montessori School Primary Section Stanley Campus;6;school;Primary School;Phase III, Ma Hang Estate, Stanley;22.219437, 114.209188
Hong Kong Taoist Association Wun Tsuen School;19;school;Primary School;On Shin Rd, Ngau Tau Kok;22.319438, 114.217563
Nikkei Japanese Language School;8;school;Language School;Jordan, Jordan Rd, 9-11號, Ko Kie Building;22.305813, 114.172187
Goethe-Institut Hongkong;8;school;Language School;Hong Kong Arts Centre, 2 Harbour Rd, Wan Chai;22.280188, 114.170813
Hong Kong Weaving Mills Association Chu Shek Lun Secondary School;9;school;High school;11 Kai Lok St, Kowloon Bay;22.327438, 114.211563
Hong Kong International School;61;school;International School;1 Red Hill Rd, Tai Tam;22.237688, 114.223312
Aberdeen Technical School;13;school;Technical School;1 Wong Chuk Hang Rd;22.248813, 114.160812
P.L.K. Stanley Ho Sau Nan Primary School;32;school;Primary School;11號 Muk Hung St, Kowloon Bay;22.331812, 114.204187
Garden Estate Baptist Nursery School;2;school;School;Lotus Garden Block 2, 297 Ngau Tau Kok Rd, Ngau Tau Kok;22.315813, 114.220188
Carmel School Association Elsa High School;7;school;High school;460 Shau Kei Wan Rd, Shau Kei Wan;22.276313, 114.229813
Korean International School;22;school;International School;Sai Wan Ho, Lei King Rd, 55號;22.285188, 114.222812
Hong Kong Art School;4;school;Art School;8 Tam Kung Temple Road, A Kung Ngam;22.282562, 114.230938
Fukien Secondary School (Kwun Tong);44;school;Middle School;83 Chun Wah Rd, Kwun Tong;22.322438, 114.221313
The Little Gym;2;school;Educational Institution;11 Canton Rd, Tsim Sha Tsui;22.297313, 114.168688
Aberdeen Technical School;7;school;Technical School;1 Wong Chuk Hang Road;22.248813, 114.161188
The Hong Kong Polytechnic University's School of Hotel and Tourism Management;6;school;University Department;University House, the Hong Kong Polytechnic University, 17 Science Museum Road, Tsim Sha Tsui East, Kowloon, 17 Science Museum Rd, Tsim Sha Tsui East;22.300688, 114.179813
Hong Kong Art School;2;school;School;Room 819, 8/F, Youth Square, 238 Chai Wan Road, Chai Wan, Hong Kong, Chai Wan;22.263063, 114.236813
香港浸會大學持續教育學院 - 灣仔中心;0;school;Educational Institution;Wan Chai, Queen's Rd E, 213號號 26 樓 Wu Chung House;22.274188, 114.172812
Nord Anglia International School Hong Kong;32;school;International School;11 On Tin St, Lam Tin;22.309188, 114.237938
Helen Liang Memorial Secondary School;15;school;High school;Tai Wai, Hin Tin St, 2號;22.361313, 114.173813
G.T. (Ellen Yeung) College (Secondary Section);20;school;School;10 Ling Kwong St, Tiu Keng Wan;22.305188, 114.250188
Chi Lin Buddhist Secondary School (skill Opportunity);17;school;High school;Sheung Yuen Leng, 志蓮道9號;22.340188, 114.206437
Salesian English School;27;school;Middle School;16 Chai Wan Rd, Shau Kei Wan;22.275938, 114.229063
Good Hope School (Secondary Section);16;school;Girls' High School;303 Clear Water Bay Road, Ngau Chi Wan;22.334313, 114.219438
MUNSANG COLLEGE;1;school;Middle School;Munsang College, 8 Dumbarton Rd, Kowloon Tsai;22.333063, 114.186313
Fukien Secondary School Affiliated School;19;school;School;9 Yau Tong Rd, Yau Tong;22.300188, 114.237563
Funful Kindergarten;3;school;Kindergarten;266, 266A & 266B Prince Edward Rd W, Kowloon Tsai;22.326188, 114.179063
Yale-China Chinese Language Centre, Chinese University of Hong Kong;5;school;Adult Education School;3/F, Far East Consortium Building (Jordan), No 204-206, Nathan Road, Kowloon, Jordan;22.303688, 114.172063
ESF Discovery College;33;school;International School;38 Siena Ave, Discovery Bay;22.303938, 114.014063
Discovery Bay International School;8;school;Primary School;Discovery Bay Rd, Discovery Bay;22.301312, 114.012313
Wall Street English 英語學院 (佐敦分校) - WSE Jordan Centre;0;school;English Language School;佐敦薈6樓, 彌敦道233 號, Jordan;22.304937, 114.171313
Wall Street Institute (Causeway Bay);0;school;Language School;Causeway Bay, 銅鑼灣軒尼詩道４８９號銅鑼灣廣場第一期１０樓;22.280188, 114.182938
Parkview-Rhine Garden Pre-School;1;school;Kindergarten;Rhine Garden Block 1, 38號 Castle Peak Rd (Sham Tseng), Sham Tseng;22.368438, 114.060813
Hong Kong Schools Music and Speech Association;19;school;Non-Governmental Organization;三樓, 7號 Carmel Village St, Ho Man Tin;22.314313, 114.179562
The Hong Kong Polytechnic University;112;school;University;11號 Yuk Choi Rd, Hung Hom;22.303813, 114.179813
Hong Kong Baptist University School of Chinese Medicine Lui Seng Chun;77;school;Chinese Medicine Clinic;119 Lai Chi Kok Rd, Prince Edward;22.324813, 114.165062
Victoria Shanghai Academy Library;1;school;Library;Shum Wan Rd, Wong Chuk Hang;22.242063, 114.166187
Yan Chai Hospital Wong Wah San Secondary School;30;school;High school;8 Tong Chun St, Tseung Kwan O;22.309312, 114.259937
香島專科學校;7;school;Adult Education School;Prince Edward, 運動場道29號;22.325687, 114.170313
Davis;0;school;Western Restaurant;Sai Wan, 西環堅尼地城爹核士街1號裕福大厦地下7號舖;
The Hong Kong Polytechnic University Li Ka Shing Tower;1;school;School Administrator;Hung Hom;22.303938, 114.179688
Kowloon Funful Kindergarten;2;school;Kindergarten;20 Durham Rd, Kowloon Tsai;22.332188, 114.181438
Think International Kindergarten - Mei Foo;2;school;Kindergarten;8 King Lai Path, Lai Chi Kok;22.341688, 114.137937
Sha Tin Junior School;11;school;Primary School;3A Lai Wo Ln, Fo Tan;22.393313, 114.188437
faust discovery bay;0;school;School;Headland Village - Discovery Bay 27 Headland Drive, 27 Headland Dr, Discovery Bay;22.301563, 114.012688
Aveda;0;school;Stores and Shopping;12-16 Des Voeux Rd Central, Central;22.281688, 114.157937
Shrewsbury International School Hong Kong;24;school;International School;10 Shek Kok Rd, Tseung Kwan O;22.297562, 114.273688
Think International Kindergarten;3;school;Kindergarten;99 Cha Kwo Ling Rd, Sai Tso Wan;22.304937, 114.227438
CMA Lecture Theater (LT-L);3;school;School;Clear Water Bay, Cheng Yu Tung Building, Clear Water Bay,;22.334938, 114.263813
The Hong Kong Schools Sports Federation;2;school;Charity;7 Carmel Village St, No. 12 Hill;22.314313, 114.179562
City University of Hong Kong;243;school;University;Tat Chee Ave, Kowloon Tong;22.337188, 114.172812
Lee Shau Kee Business Building;2;school;School;Clear Water Bay;22.333312, 114.264937
Harrow International School Hong Kong;66;school;International School;38 Tsing Ying Rd, Tuen Mun;22.376437, 113.990938
Stewards Pooi Kei Primary School;22;school;Primary School;2 Lok Ha Square, Fo Tan;22.400187, 114.197938
Ruttonjee Hospital;88;hospital;General Hospital;266 Queen's Rd E, Wan Chai;22.275813, 114.175312
Kwong Wah Hospital;151;hospital;General Hospital;25號 Waterloo Rd, Yau Ma Tei;22.315063, 114.172438
Tsan Yuk Hospital;23;hospital;Government Hospital;30 Hospital Rd, Sai Ying Pun;22.286188, 114.144563
Tung Wah Group Of Hospitals;14;hospital;Hospital;12 Po Yan St, Sheung Wan;22.285063, 114.147062
Queen Mary Hospital;151;hospital;Government Hospital;Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West;22.270313, 114.131437
United Christian Hospital;130;hospital;General Hospital;130 Hip Wo St, Kwun Tong;22.323313, 114.227062
Prince Philip Dental Hospital;37;hospital;Specialized hospital;34 Hospital Rd, Sai Ying Pun;22.286312, 114.143937
Canossa Hospital;72;hospital;Private Hospital;1 Old Peak Rd, Mid-level;22.277313, 114.154063
St Paul's Hospital;107;hospital;Private Hospital;2 Eastern Hospital Rd, Causeway Bay;22.278438, 114.188188
Queen Elizabeth Hospital;238;hospital;Government Hospital;30號 Gascoigne Rd, King's Park;22.308938, 114.174687
Hong Kong Sanatorium & Hospital;136;hospital;Private Hospital;2 Village Rd, Happy Valley;22.269563, 114.182938
Matilda International Hospital;42;hospital;Private Hospital;41 Mount Kellett Rd, The Peak;22.259063, 114.149313
Kwong Wah Hospital;0;hospital;Hospital;Mong Kok, Waterloo Rd, 25號廣華醫院東華三院 徐展堂門診大樓一樓;
香港佛教醫院普通科門診診所 ( 香港佛教醫院 );30;hospital;Hospital;Lo Fu Ngam, Heng Lam St, 10 號香港佛教醫院A座低層;22.335688, 114.189062
Gleneagles Hong Kong Hospital;47;hospital;Private Hospital;1 Nam Fung Path, Wong Chuk Hang;22.251688, 114.176188
Tang Shiu Kin Hospital;22;hospital;Hospital;282號 Queen's Rd E, Wan Chai;22.275313, 114.177687
Tung Wah Group of Hospitals Fung Yiu King Hospital;14;hospital;Hospital;Sandy Bay;22.271437, 114.124812
Tung Wah Eastern Hospital;30;hospital;Government Hospital;19號 Eastern Hospital Rd, Tai Hang;22.274813, 114.190313
Precious Blood Hospital (Caritas);34;hospital;Hospital;113 Castle Peak Rd, Sham Shui Po;22.333813, 114.161688
Queen Elizabeth Hospital Ambulatory Care Centre Extension;2;hospital;Hospital;12 Wylie Rd, Yau Ma Tei;22.308438, 114.176063
Hong Kong Adventist Hospital;56;hospital;Private Hospital;40 Stubbs Rd, Happy Valley;22.263688, 114.184312
Saint Teresa's Hospital;235;hospital;Private Hospital;327號 Prince Edward Rd W, Kowloon City;22.326313, 114.184937
Community Rehabilitation Service Support Centre;0;hospital;Hospital;號, 147A Argyle St, Kadoorie Hill;22.324563, 114.180313
Kowloon Hospital;12;hospital;Government Hospital;147A Argyle St, Kowloon City;22.324438, 114.181438
Grantham Hospital;52;hospital;Government Hospital;Aberdeen, Wong Chuk Hang Rd, 125號;22.251063, 114.173188
Evangel Hospital;42;hospital;Private Hospital;222 Argyle St, Ma Tau Wai;22.325313, 114.186938
Hong Kong Eye Hospital;16;hospital;Government Hospital;Argyle St, Kowloon City;22.324938, 114.184688
Kowloon Hospital Main Building;2;hospital;Government Hospital;147A Argyle St, Kadoorie Hill;22.323688, 114.179438
Chau Mo Chee, Elaine Doctors;1;hospital;Hospital;Happy Valley, 跑馬地山村道2號養和醫院李樹培院27樓心臟科中心;22.269187, 114.183187
Department of. Occupational Therapy, Queen Elizabeth Hospital;0;hospital;Medical Center;Yau Ma Tei, Block P;22.309563, 114.175063
九龍醫院A座;0;hospital;Hospital;Kadoorie Hill, Argyle St, 147號號;22.323813, 114.180687
The Duchess of Kent Children's Hospital at Sandy Bay;29;hospital;Children's Hospital;Sandy Bay, Sandy Bay Rd, 12號薄扶林;22.271188, 114.123438
Tang Shiu Kin Hospital Violet Peel General Outpatient Clinic;10;hospital;Medical Clinic;Wan Chai, Queen's Rd E, 282號地庫高層鄧肇堅醫院社區日間醫療中心;22.275313, 114.177687
Western Psychiatric Centre;0;hospital;Hospital;102 Pok Fu Lam Rd, High West;22.269937, 114.130938
Princess Margaret Hospital;89;hospital;Government Hospital;2-10號 Princess Margaret Hospital Road, Lai Chi Kok;22.341688, 114.133938
Hong Kong Baptist Hospital;125;hospital;Private Hospital;222 Waterloo Rd, Beacon Hill;22.339563, 114.180187
Wu Wing Cheung, Stephen Doctors;1;hospital;Hospital;Happy Valley, 跑馬地山村道2號養和醫院;
Caritas Medical Centre;71;hospital;Hospital;111 Wing Hong St;22.341437, 114.153188
Kwai Chung Hospital;21;hospital;Hospital;Kwai Chung Hospital Block L, 3-15 Kwai Chung Hospital Rd, Kwai Chung;22.343438, 114.133438
Ho Man Tin Chinese Medicine Centre for Training and Research;5;hospital;Chinese Medicine Clinic;Ho Man Tin, 愛民邨保民樓401-412號;22.311438, 114.179562
東華三院余振強紀念醫療中心;2;hospital;Hospital;83 Dundas St, Mong Kok;22.315563, 114.172438
TWGHS Tsui Tsin Tong Outpatient Building;8;hospital;Hospital;號, 25 Waterloo Rd, Mong Kok;22.315437, 114.171813
Hospital Authority Central Kowloon Health Centre;62;hospital;Medical Clinic;147A Argyle St, Mong Kok;22.322438, 114.179188
Tai Po Hospital Complex Building;1;hospital;General Hospital;Tai Po, 全安路;22.462063, 114.174938
Hong Kong Baptist Hospital;0;hospital;Hospital;1 Mok Cheong Street, 1 Mok Cheong St, Ma Tau Chung;22.323063, 114.190063
寶血醫院驗眼配鏡中心;0;hospital;Hospital;Sham Shui Po, Castle Peak Rd, 113號Om Yau香港九龍長沙灣青山道113號寶血醫院明愛4樓;22.333937, 114.161688
Hong Kong Baptist Hospital-C Tower;0;hospital;Hospital;Kowloon Tong Telephone Exchange, 1 Kam Shing Rd, Beacon Hill;22.339438, 114.179562
HKSH Healthcare Medical Centre;0;hospital;Medical Center;21-23/F, One Pacific Place, 88 Queensway, Admiralty;22.277688, 114.165438
Twghs Wong Tai Sin Hospital - Hong Kong Baptist University Chinese Medicine Clinical Research And Services Centre;29;hospital;Hospital;124 Shatin Pass Rd, Chuk Un;22.347188, 114.196563
Kowloon Hospital Block M;1;hospital;Hospital;147A Argyle St, Kadoorie Hill;22.324688, 114.181188
Hong Kong Baptist Hospital - Block E;2;hospital;Hospital;Beacon Hill, Kam Shing Rd, 1號號 Kowloon Tong Telephone Exchange;22.339438, 114.180313
Kwong Wah Hospital – The Chinese University of Hong Kong Chinese Medicine Clinical Research and Services Centre;2;hospital;Hospital;202 Reclamation St, Yau Ma Tei;22.311938, 114.169187
Princess Margaret Hospital Block P Jockey Club Nephrology and Urology Center;0;hospital;Hospital;Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung;22.340813, 114.134063
Union Hospital;107;hospital;Private Hospital;18 Fu Kin St, Tai Wai;22.360438, 114.175438
Hong Kong Children's Hospital;19;hospital;Government Hospital;Kowloon Bay, 承昌道1號;22.315813, 114.208813
HA headquater;0;hospital;Hospital;號, 147M Argyle St, Ma Tau Wai;22.324312, 114.183563
Our Lady of Maryknoll Hospital;51;hospital;Hospital;Chuk Un, Shatin Pass Rd, 118號;22.345563, 114.196563
Chinese University of Hong Kong Eye Centre;3;hospital;Hospital;Hong Kong Eye Hospital, 147K Argyle St, Kowloon City;22.324938, 114.184563
香港佛教醫院;0;hospital;Hospital;10 號 Heng Lam St, Kowloon;22.335562, 114.188688
Yan Chai Hospital;99;hospital;Hospital;7-11, Yan Chai St, Tsuen Wan;22.369687, 114.119563
Caritas Medical Centre General Practice Clinic;7;hospital;Medical Clinic;Sham Shui Po, Wing Hong St, 111號明愛醫院懷明樓地下;22.340687, 114.152813
Hong Kong Adventist Hospital - Tsuen Wan;87;hospital;Private Hospital;199 Tsuen King Circuit, Tsuen Wan;
Pamela Youde Nethersole Eastern Hospital;115;hospital;Government Hospital;Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan;22.269563, 114.236313
東華三院黄大仙醫院;7;hospital;Hospital;122 Shatin Pass Rd, Chuk Un;22.346687, 114.196188
Caritas Medical Centre Jockey Club Wai Oi Block;4;hospital;Hospital;111 Wing Hong Street;22.341188, 114.151937
St. John Hospital;15;hospital;Government Hospital;Cheung Chau Hospital Rd, Cheung Chau;22.208063, 114.031562
Yan Chai Hopsital Multi-Services Complex;9;hospital;Hospital;Tsuen Wan, 新界荃灣仁濟街7-11號;22.369687, 114.118938
Tsuen Wan Adventist Hospital New Building;0;hospital;Private Hospital;199 Tsuen King Circuit, Tsuen Wan;22.376437, 114.104063
Adventist Medical Center;14;hospital;Medical Center;Causeway Bay, Paterson St, 2-20號16/F Hang Lung Centre unit 1606-1610;22.280188, 114.186063
基督教聯合醫院 S 座;1;hospital;Hospital;Sau Mau Ping;22.322563, 114.227562
Matilda Medical Centre (Central);1;hospital;Medical Clinic;502, Prosperity Tower, 39 Queen's Road Central, Central;22.282562, 114.156188
Prince of Wales Hospital Main Clinical Block and Trauma Centre;12;hospital;Hospital;30-32號 Ngan Shing St, Sha Tin;22.380812, 114.202563
Prince of Wales Hospital;5;hospital;Government Hospital;30-32 Ngan Shing St, Sha Tin;22.378938, 114.202063
Yan Chai Hospital Cum Hong Kong Baptist University Chinese Medicine Clinic Cum Training and Research Centre (Ha Kwai Chung);6;hospital;Chinese Medicine Clinic;Kwai Chung, Lai Cho Rd, 77號下葵涌分科診所及特殊教育服務中心地下;22.352313, 114.128063
University Health Service, HKU;3;hospital;Medical Clinic;Meng Wah Complex, University of Hong Kong, 3f Pok Fu Lam Rd, Pok Fu Lam;22.282313, 114.139063
PhiDerma Aesthetics Centre;0;hospital;Medical Center;8F, Albion Plaza,, 2-6 Granville Road, Tsim Sha Tsui, Tsim Sha Tsui;22.299438, 114.172688
Caritas Medical Centre - Eye;3;hospital;Ophthalmology Clinic;111號 Wing Hong St, Sham Shui Po;22.340813, 114.153438
Matilda Clinic - Caine Road;0;hospital;Medical Clinic;116 Caine Rd, Mid-level;22.282687, 114.150188
Union Hospital Polyclinic;0;hospital;Hospital;Metro City, Mau Yip Rd, 8號號 Metropolis - Metro City Phase 3 Block 3;22.322938, 114.256937
Tseung Kwan O Hospital;107;hospital;Government Hospital;Tseung Kwan O, 坑口寶寧里 2 號;22.317938, 114.269938
University Health Service, HKU;3;hospital;Medical Clinic;Meng Wah Complex, University of Hong Kong, 3f Pok Fu Lam Rd, Pok Fu Lam;22.282313, 114.139063
Tai Po Hospital;32;hospital;Hospital;Tai Po, 全安路9號;22.461313, 114.174813
Tuen Mun Hospital;124;hospital;Government Hospital;Block H, Tsing Chung Koon Rd, Tuen Mun;22.408188, 113.975812
Siu Lam Hospital;5;hospital;Psychiatric Hospital;15 Tsing Chung Koon Rd, Tuen Mun;22.410063, 113.974938
Pok Oi Hospital;75;hospital;Hospital;坳頭, Kam Tin;22.445438, 114.041937
Queen Mary Hospital Staff Canteen;185;hospital;Restaurant;Queen Mary Hospital Block K, Pok Fu Lam Rd, High West;22.270938, 114.130812
Tuen Mun Hospital Rehabilitation Block;6;hospital;Hospital;Tsing Lun Road, Tuen Mun;22.410188, 113.975812
Tung Wah Group of Hospitals Social Service;0;hospital;Tung Wah Hospital, Tai Ping Shan;74PW+2J Hong Kong;22.285063, 114.146563
Haven of Hope Hospital;31;hospital;Hospital;Tseung Kwan O, Haven of Hope Rd, 8號;22.313937, 114.256312
Alice Ho Miu Ling Nethersole Hospital;79;hospital;Hospital;11號 Chuen On Rd, Tai Po;22.458688, 114.174813
Hong Kong Private Hospitals Association;0;hospital;Lower Albert Rd, Central;75H4+VG Hong Kong;22.279687, 114.156313
Tung Wah Eastern Hospital_Eye;5;hospital;Ophthalmology Clinic;So Kon Po, 銅鑼灣東院道19號;22.274688, 114.190313
Castle Peak Hospital;75;hospital;Government Hospital;15 Tsing Chung Koon Rd, Tuen Mun;22.409688, 113.973563
Hong Kong Sanatorium & Hospital Canteen;17;hospital;Restaurant;Happy Valley, 跑馬地山村道二號養和醫院李樹培院4樓;22.269312, 114.182938
Queen Mary Specialist Clinics;1;hospital;Health;Queen Mary Hospital Block S, Pok Fu, Lam Road, High West;22.270563, 114.130688
CUHK Medical Centre;3;hospital;Hospital;12 Chak Cheung St, Ma Liu Shui;22.413438, 114.210812
Union Hospital Polyclinic (Science Park);1;hospital;Medical Center;Sha Tin, Science Park W Ave, 12號地下S073舖;22.427062, 114.209688
Queen Mary Hospital - Emergency Room;9;hospital;Emergency Room;102 Pok Fu Lam Rd, High West;22.270687, 114.131312
Alice Ho Miu Ling Nethersole Hospital_Psychiatry;3;hospital;Psychiatric Hospital;Tai Po, 新界大埔全安路11號F座地下;22.458563, 114.174813
Pathology Building, Queen Mary Hospital;4;hospital;102 Pokfulam Road, Southern District, High West;74CJ+QG Hong Kong;22.271938, 114.131312
Nine Lives Cat Hospital;41;hospital;Animal Hospital;37 Aberdeen St, Central;22.282938, 114.151812
North District Hospital;73;hospital;Government Hospital;9 Po Kin Road, Sheung Shui;22.496688, 114.124688
Mui Wo Clinic;1;hospital;Medical Clinic;Mui Wo, 大嶼山梅窩銀鑛灣路2號地下及一樓;22.266063, 113.997937
Kwong Wah Hospital_Accident & Emergency Department;8;hospital;Emergency Room;25 Waterloo Rd, Yau Ma Tei;22.315437, 114.172563
Accident & Emergency Departments, Queen Elizabeth Hospital;8;hospital;Emergency Room;30號 Gascoigne Rd, King's Park;22.308188, 114.173688
Department of Surgery,CUHK;0;hospital;Hospital;Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin;22.378938, 114.200938
Alice Ho Miu Ling Nethersole Hospital_Patient Resource Centres;0;hospital;Community Health Centre;Tai Po, Chuen On Rd, 11號雅麗氏何妙齡那打素醫院A座地下;22.458563, 114.174813
Sin Chi Ming Doctors_tsuen Wan;0;hospital;Hospital;Kwai Chung, 新界荃灣梨木樹邨梨木樹商場1樓120號舖康健綜合醫務中心;22.378313, 114.136563
7-Eleven - Queen Mary Hospital;2;hospital;Convenience Store;102 Pok Fu Lam Rd, High West;22.270812, 114.130938
香港大学深圳医院;25;hospital;Hospital;1 Haiyuan 1st Rd, Futian Qu, Shenzhen Shi, Guangdong Sheng, China;
Art in Hospital;0;hospital;Arts Organization;2 Harbour Rd, Wan Chai;22.280188, 114.170813
Kwok, Kwan Ho Doctors;3;hospital;Doctor;Happy Valley, 跑馬地山村道2號養和醫院中座5樓眼科部門;
VSH (Veterinary Specialty Hospital) Hong Kong 專科獸醫醫院;57;hospital;Animal Hospital;Lucky Centre, 1/F, Lucky Centre, 165-171 Rd, 號 樂 基 中心 1 樓 Lucky Centre, Wan Chai Rd, Wan Chai;22.276938, 114.177062
Varian Medical Systems Pacific Incorporated;1;hospital;Medical Group;Tsim Sha Tsui, Canton Rd, 25號港威大廈;22.299563, 114.167938
Alice Ho Miu Ling Nethersole Hospital_Eye;1;hospital;Ophthalmology Clinic;Tai Po, 新界大埔全安路11號;22.458187, 114.174813
Tung Wah Group of Hospitals Museum;1;hospital;Heritage Building;25 Waterloo Rd, Mong Kok;22.314938, 114.171938
Waste Recycling Point, Tung Wah Group of Hospitals - Yu Mak Yuen Integrated Services Centre;0;hospital;Level 5, Fu Yun House, Ancillary Facilities Block, Fu Cheong Estate, Sham Shui Po, Kln, Sham Shui Po;85G4+V3 Hong Kong;22.327187, 114.155188
Hospital Authority Building;23;hospital;Corporate Office;Ma Tau Wai, Argyle St, 147B號號;22.324312, 114.183187
Cheung Sha Wan Jockey Club Clinic;39;hospital;Medical Clinic;2號 Kwong Lee Rd, Cheung Sha Wan;22.340687, 114.158562
Kowloon Cat Hospital;43;hospital;Veterinarian;Prince Edward, 九龍砵蘭街430號利聯大廈地下;22.325812, 114.167562
The Society of Hospital Pharmacists of Hong Kong;1;hospital;Association or Organization;嘉昌商業中心;22.286938, 114.191938
Kwong Wah Hospital_Audiology;0;hospital;Hospital Department;Mong Kok, 九龍窩打老道25號;22.315437, 114.172563
